Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA/90,npxG/90,npxG+xA/90,Reference,Scouting Report 1,Scouting Report 2,Scouting Report 3,Scouting Report 4,Scouting Report 5,Scouting Report 6,Scouting Report 7,Scouting Report 8,Scouting Report 9
Daniele Baselli,ITA,MF,Cagliari,29,1992,9,2,290,3.2,0,1,0,0,0,1,0,0.0,0.31,0.31,0.0,0.31,0.5,0.5,0.5,0.9,0.14,0.15,0.29,0.14,0.29,https://fbref.com/en/players/ea06dd97/,https://fbref.com/en/players/ea06dd97/scout/3260/Daniele-Baselli-Scouting-Report,https://fbref.com/en/players/ea06dd97/scout/1896/Daniele-Baselli-Scouting-Report,https://fbref.com/en/players/ea06dd97/scout/1640/Daniele-Baselli-Scouting-Report,,,,,,
Toma Bašić,CRO,MF,Lazio,24,1996,29,9,982,10.9,0,2,0,0,0,3,0,0.0,0.18,0.18,0.0,0.18,1.7,1.7,0.8,2.5,0.16,0.08,0.23,0.16,0.23,https://fbref.com/en/players/80556f08/,https://fbref.com/en/players/80556f08/scout/365_euro/Toma-Basic-Scouting-Report,https://fbref.com/en/players/80556f08/scout/11222/Toma-Basic-Scouting-Report,https://fbref.com/en/players/80556f08/scout/10732/Toma-Basic-Scouting-Report,https://fbref.com/en/players/80556f08/scout/3243/Toma-Basic-Scouting-Report,https://fbref.com/en/players/80556f08/scout/2104/Toma-Basic-Scouting-Report,,,,
Alessandro Bastoni,ITA,DF,Inter,22,1999,31,29,2311,25.7,1,2,1,0,0,4,0,0.04,0.08,0.12,0.04,0.12,0.5,0.5,1.4,1.9,0.02,0.05,0.07,0.02,0.07,https://fbref.com/en/players/75b86fb3/,https://fbref.com/en/players/75b86fb3/scout/365_euro/Alessandro-Bastoni-Scouting-Report,https://fbref.com/en/players/75b86fb3/scout/11222/Alessandro-Bastoni-Scouting-Report,https://fbref.com/en/players/75b86fb3/scout/10730/Alessandro-Bastoni-Scouting-Report,https://fbref.com/en/players/75b86fb3/scout/3260/Alessandro-Bastoni-Scouting-Report,https://fbref.com/en/players/75b86fb3/scout/1896/Alessandro-Bastoni-Scouting-Report,,,,
Simone Bastoni,ITA,MFDF,Spezia,24,1996,31,26,2288,25.4,3,3,3,0,0,5,1,0.12,0.12,0.24,0.12,0.24,1.7,1.7,3.4,5.1,0.07,0.13,0.2,0.07,0.2,https://fbref.com/en/players/1ac232b8/,https://fbref.com/en/players/1ac232b8/scout/365_euro/Simone-Bastoni-Scouting-Report,https://fbref.com/en/players/1ac232b8/scout/11222/Simone-Bastoni-Scouting-Report,https://fbref.com/en/players/1ac232b8/scout/10730/Simone-Bastoni-Scouting-Report,,,,,,
Rodrigo Becão,BRA,DF,Udinese,25,1996,35,35,3130,34.8,2,1,2,0,0,10,0,0.06,0.03,0.09,0.06,0.09,1.1,1.1,0.8,1.9,0.03,0.02,0.05,0.03,0.05,https://fbref.com/en/players/19e4eab9/,https://fbref.com/en/players/19e4eab9/scout/365_euro/Rodrigo-Becao-Scouting-Report,https://fbref.com/en/players/19e4eab9/scout/11222/Rodrigo-Becao-Scouting-Report,https://fbref.com/en/players/19e4eab9/scout/10730/Rodrigo-Becao-Scouting-Report,https://fbref.com/en/players/19e4eab9/scout/3260/Rodrigo-Becao-Scouting-Report,,,,,
Valon Behrami,SUI,MF,Genoa,36,1985,10,2,311,3.5,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.02,0.04,0.06,0.02,0.06,https://fbref.com/en/players/d3d758d8/,https://fbref.com/en/players/d3d758d8/scout/10730/Valon-Behrami-Scouting-Report,https://fbref.com/en/players/d3d758d8/scout/3260/Valon-Behrami-Scouting-Report,https://fbref.com/en/players/d3d758d8/scout/1896/Valon-Behrami-Scouting-Report,https://fbref.com/en/players/d3d758d8/scout/1640/Valon-Behrami-Scouting-Report,,,,,
Vid Belec,SVN,GK,Salernitana,31,1990,23,21,1938,21.5,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/4f8ce0e1/,https://fbref.com/en/players/4f8ce0e1/scout/365_euro/Vid-Belec-Scouting-Report,https://fbref.com/en/players/4f8ce0e1/scout/11222/Vid-Belec-Scouting-Report,https://fbref.com/en/players/4f8ce0e1/scout/1640/Vid-Belec-Scouting-Report,,,,,,
Raoul Bellanova,ITA,DF,Cagliari,21,2000,31,27,2496,27.7,1,2,1,0,0,3,0,0.04,0.07,0.11,0.04,0.11,1.8,1.8,3.8,5.6,0.06,0.14,0.2,0.06,0.2,https://fbref.com/en/players/e3756e72/,https://fbref.com/en/players/e3756e72/scout/365_euro/Raoul-Bellanova-Scouting-Report,https://fbref.com/en/players/e3756e72/scout/11222/Raoul-Bellanova-Scouting-Report,,,,,,,
Andrea Belotti,ITA,FW,Torino,27,1993,22,16,1371,15.2,8,1,5,3,3,1,0,0.53,0.07,0.59,0.33,0.39,7.6,5.3,1.0,6.3,0.5,0.06,0.56,0.35,0.41,https://fbref.com/en/players/d705ba44/,https://fbref.com/en/players/d705ba44/scout/365_euro/Andrea-Belotti-Scouting-Report,https://fbref.com/en/players/d705ba44/scout/11222/Andrea-Belotti-Scouting-Report,https://fbref.com/en/players/d705ba44/scout/10730/Andrea-Belotti-Scouting-Report,https://fbref.com/en/players/d705ba44/scout/3260/Andrea-Belotti-Scouting-Report,https://fbref.com/en/players/d705ba44/scout/1896/Andrea-Belotti-Scouting-Report,https://fbref.com/en/players/d705ba44/scout/1640/Andrea-Belotti-Scouting-Report,,,
Marco Benassi,ITA,DFMF,Fiorentina,26,1994,6,1,158,1.8,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.06,0.03,0.08,0.06,0.08,https://fbref.com/en/players/0000acda/,https://fbref.com/en/players/0000acda/scout/365_euro/Marco-Benassi-Scouting-Report,https://fbref.com/en/players/0000acda/scout/11222/Marco-Benassi-Scouting-Report,https://fbref.com/en/players/0000acda/scout/3260/Marco-Benassi-Scouting-Report,https://fbref.com/en/players/0000acda/scout/1896/Marco-Benassi-Scouting-Report,https://fbref.com/en/players/0000acda/scout/1640/Marco-Benassi-Scouting-Report,,,,
Marco Benassi,ITA,MF,Empoli,26,1994,12,3,382,4.2,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.4,0.8,0.11,0.09,0.2,0.11,0.2,https://fbref.com/en/players/0000acda/,https://fbref.com/en/players/0000acda/scout/365_euro/Marco-Benassi-Scouting-Report,https://fbref.com/en/players/0000acda/scout/11222/Marco-Benassi-Scouting-Report,https://fbref.com/en/players/0000acda/scout/3260/Marco-Benassi-Scouting-Report,https://fbref.com/en/players/0000acda/scout/1896/Marco-Benassi-Scouting-Report,https://fbref.com/en/players/0000acda/scout/1640/Marco-Benassi-Scouting-Report,,,,
Filip Benković,CRO,DFFW,Udinese,24,1997,2,0,8,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.95,0.0,0.95,0.95,0.95,https://fbref.com/en/players/305a3820/,https://fbref.com/en/players/305a3820/all_comps/Filip-Benkovic-Stats---All-Competitions,https://fbref.com/en/players/305a3820/dom_lg/Filip-Benkovic-Domestic-League-Stats,https://fbref.com/en/players/305a3820/dom_cup/Filip-Benkovic-Domestic-Cup-Stats,https://fbref.com/en/players/305a3820/intl_cup/Filip-Benkovic-International-Cup-Stats,https://fbref.com/en/players/305a3820/nat_tm/Filip-Benkovic-National-Team-Stats,,,,
Ismaël Bennacer,ALG,MF,Milan,23,1997,31,15,1525,16.9,2,1,2,0,0,7,0,0.12,0.06,0.18,0.12,0.18,0.8,0.8,2.0,2.8,0.05,0.12,0.16,0.05,0.16,https://fbref.com/en/players/db092d3b/,https://fbref.com/en/players/db092d3b/scout/365_euro/Ismael-Bennacer-Scouting-Report,https://fbref.com/en/players/db092d3b/scout/11222/Ismael-Bennacer-Scouting-Report,https://fbref.com/en/players/db092d3b/scout/10730/Ismael-Bennacer-Scouting-Report,https://fbref.com/en/players/db092d3b/scout/3260/Ismael-Bennacer-Scouting-Report,https://fbref.com/en/players/db092d3b/scout/1896/Ismael-Bennacer-Scouting-Report,,,,
Rodrigo Bentancur,URU,MF,Juventus,24,1997,19,13,1155,12.8,0,1,0,0,0,1,0,0.0,0.08,0.08,0.0,0.08,0.4,0.4,0.3,0.8,0.03,0.02,0.06,0.03,0.06,https://fbref.com/en/players/3b8674e6/,https://fbref.com/en/players/3b8674e6/scout/365_euro/Rodrigo-Bentancur-Scouting-Report,https://fbref.com/en/players/3b8674e6/scout/11160/Rodrigo-Bentancur-Scouting-Report,https://fbref.com/en/players/3b8674e6/scout/11222/Rodrigo-Bentancur-Scouting-Report,https://fbref.com/en/players/3b8674e6/scout/10730/Rodrigo-Bentancur-Scouting-Report,https://fbref.com/en/players/3b8674e6/scout/3260/Rodrigo-Bentancur-Scouting-Report,https://fbref.com/en/players/3b8674e6/scout/1896/Rodrigo-Bentancur-Scouting-Report,https://fbref.com/en/players/3b8674e6/scout/1640/Rodrigo-Bentancur-Scouting-Report,,
Alessandro Berardi,ITA,GK,Hellas Verona,30,1991,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/ec1f737d/,https://fbref.com/en/players/ec1f737d/matchlogs/2020-2021/keeper/Alessandro-Berardi-Match-Logs,https://fbref.com/en/players/ec1f737d/matchlogs/2021-2022/keeper/Alessandro-Berardi-Match-Logs,,,,,,,
Domenico Berardi,ITA,FW,Sassuolo,26,1994,33,33,2819,31.3,15,14,9,6,6,9,0,0.48,0.45,0.93,0.29,0.73,12.4,7.8,8.5,16.3,0.39,0.27,0.67,0.25,0.52,https://fbref.com/en/players/53a0e358/,https://fbref.com/en/players/53a0e358/scout/365_euro/Domenico-Berardi-Scouting-Report,https://fbref.com/en/players/53a0e358/scout/11222/Domenico-Berardi-Scouting-Report,https://fbref.com/en/players/53a0e358/scout/10730/Domenico-Berardi-Scouting-Report,https://fbref.com/en/players/53a0e358/scout/3260/Domenico-Berardi-Scouting-Report,https://fbref.com/en/players/53a0e358/scout/1896/Domenico-Berardi-Scouting-Report,https://fbref.com/en/players/53a0e358/scout/1640/Domenico-Berardi-Scouting-Report,,,
Bartosz Bereszyński,POL,DF,Sampdoria,29,1992,35,35,2946,32.7,0,3,0,0,0,12,0,0.0,0.09,0.09,0.0,0.09,0.7,0.7,1.1,1.8,0.02,0.03,0.05,0.02,0.05,https://fbref.com/en/players/61b3978f/,https://fbref.com/en/players/61b3978f/scout/365_euro/Bartosz-Bereszynski-Scouting-Report,https://fbref.com/en/players/61b3978f/scout/11222/Bartosz-Bereszynski-Scouting-Report,https://fbref.com/en/players/61b3978f/scout/10730/Bartosz-Bereszynski-Scouting-Report,https://fbref.com/en/players/61b3978f/scout/3260/Bartosz-Bereszynski-Scouting-Report,https://fbref.com/en/players/61b3978f/scout/1896/Bartosz-Bereszynski-Scouting-Report,https://fbref.com/en/players/61b3978f/scout/1640/Bartosz-Bereszynski-Scouting-Report,,,
Etrit Berisha,ALB,GK,Torino,32,1989,10,10,900,10.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/ee833569/,https://fbref.com/en/players/ee833569/scout/365_euro/Etrit-Berisha-Scouting-Report,https://fbref.com/en/players/ee833569/scout/11222/Etrit-Berisha-Scouting-Report,https://fbref.com/en/players/ee833569/scout/3260/Etrit-Berisha-Scouting-Report,https://fbref.com/en/players/ee833569/scout/1896/Etrit-Berisha-Scouting-Report,https://fbref.com/en/players/ee833569/scout/1640/Etrit-Berisha-Scouting-Report,,,,
Federico Bernardeschi,ITA,MFFW,Juventus,27,1994,28,16,1475,16.4,1,3,1,0,0,5,0,0.06,0.18,0.24,0.06,0.24,1.4,1.4,1.9,3.3,0.09,0.12,0.2,0.09,0.2,https://fbref.com/en/players/ee93c1a9/,https://fbref.com/en/players/ee93c1a9/scout/365_euro/Federico-Bernardeschi-Scouting-Report,https://fbref.com/en/players/ee93c1a9/scout/11222/Federico-Bernardeschi-Scouting-Report,https://fbref.com/en/players/ee93c1a9/scout/10730/Federico-Bernardeschi-Scouting-Report,https://fbref.com/en/players/ee93c1a9/scout/3260/Federico-Bernardeschi-Scouting-Report,https://fbref.com/en/players/ee93c1a9/scout/1896/Federico-Bernardeschi-Scouting-Report,https://fbref.com/en/players/ee93c1a9/scout/1640/Federico-Bernardeschi-Scouting-Report,,,
Nicolò Bertola,ITA,MFDF,Spezia,18,2003,2,0,35,0.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,https://fbref.com/en/players/04b40c58/,https://fbref.com/en/players/04b40c58/all_comps/Nicolo-Bertola-Stats---All-Competitions,https://fbref.com/en/players/04b40c58/dom_lg/Nicolo-Bertola-Domestic-League-Stats,https://fbref.com/en/players/04b40c58/dom_cup/Nicolo-Bertola-Domestic-Cup-Stats,,,,,,
Daniel Bessa,ITA,MFFW,Hellas Verona,28,1993,24,5,768,8.5,1,1,1,0,0,5,1,0.12,0.12,0.23,0.12,0.23,0.3,0.3,0.8,1.2,0.04,0.1,0.14,0.04,0.14,https://fbref.com/en/players/88895312/,https://fbref.com/en/players/88895312/scout/365_euro/Daniel-Bessa-Scouting-Report,https://fbref.com/en/players/88895312/scout/11222/Daniel-Bessa-Scouting-Report,https://fbref.com/en/players/88895312/scout/10730/Daniel-Bessa-Scouting-Report,https://fbref.com/en/players/88895312/scout/1896/Daniel-Bessa-Scouting-Report,https://fbref.com/en/players/88895312/scout/1640/Daniel-Bessa-Scouting-Report,,,,
Beto,GNB,FW,Udinese,23,1998,28,24,2173,24.1,11,0,11,0,0,1,0,0.46,0.0,0.46,0.46,0.46,10.6,10.6,1.5,12.1,0.44,0.06,0.5,0.44,0.5,https://fbref.com/en/players/ed5c0319/,https://fbref.com/en/players/ed5c0319/scout/365_euro/Beto-Scouting-Report,https://fbref.com/en/players/ed5c0319/scout/11222/Beto-Scouting-Report,,,,,,,
Luis Binks,ENG,DF,Bologna,19,2001,15,7,646,7.2,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.0,0.01,0.01,0.01,https://fbref.com/en/players/36e88fbc/,https://fbref.com/en/players/36e88fbc/matchlogs/2018-2019/summary/Luis-Binks-Match-Logs,https://fbref.com/en/players/36e88fbc/matchlogs/2019-2020/summary/Luis-Binks-Match-Logs,https://fbref.com/en/players/36e88fbc/matchlogs/2020/summary/Luis-Binks-Match-Logs,https://fbref.com/en/players/36e88fbc/matchlogs/2021/summary/Luis-Binks-Match-Logs,https://fbref.com/en/players/36e88fbc/matchlogs/2021-2022/summary/Luis-Binks-Match-Logs,,,,
Cristiano Biraghi,ITA,DF,Fiorentina,28,1992,37,37,3153,35.0,4,1,3,1,2,5,1,0.11,0.03,0.14,0.09,0.11,3.3,1.8,5.8,7.6,0.1,0.16,0.26,0.05,0.22,https://fbref.com/en/players/9e1577aa/,https://fbref.com/en/players/9e1577aa/scout/365_euro/Cristiano-Biraghi-Scouting-Report,https://fbref.com/en/players/9e1577aa/scout/11222/Cristiano-Biraghi-Scouting-Report,https://fbref.com/en/players/9e1577aa/scout/10730/Cristiano-Biraghi-Scouting-Report,https://fbref.com/en/players/9e1577aa/scout/3260/Cristiano-Biraghi-Scouting-Report,https://fbref.com/en/players/9e1577aa/scout/1896/Cristiano-Biraghi-Scouting-Report,https://fbref.com/en/players/9e1577aa/scout/1640/Cristiano-Biraghi-Scouting-Report,,,
Davide Biraschi,ITA,DF,Genoa,27,1994,14,11,930,10.3,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,0.01,0.03,0.04,0.01,0.04,https://fbref.com/en/players/64cd167d/,https://fbref.com/en/players/64cd167d/scout/365_euro/Davide-Biraschi-Scouting-Report,https://fbref.com/en/players/64cd167d/scout/11222/Davide-Biraschi-Scouting-Report,https://fbref.com/en/players/64cd167d/scout/10730/Davide-Biraschi-Scouting-Report,https://fbref.com/en/players/64cd167d/scout/3260/Davide-Biraschi-Scouting-Report,https://fbref.com/en/players/64cd167d/scout/1896/Davide-Biraschi-Scouting-Report,https://fbref.com/en/players/64cd167d/scout/1640/Davide-Biraschi-Scouting-Report,,,
Bjarki Bjarkason,ISL,FW,Venezia,21,2000,1,0,3,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/f1d25de7/,https://fbref.com/en/players/f1d25de7/all_comps/Bjarki-Bjarkason-Stats---All-Competitions,https://fbref.com/en/players/f1d25de7/dom_lg/Bjarki-Bjarkason-Domestic-League-Stats,https://fbref.com/en/players/f1d25de7/dom_cup/Bjarki-Bjarkason-Domestic-Cup-Stats,,,,,,
Jeremie Boga,CIV,FWMF,Atalanta,24,1997,15,7,764,8.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,1.7,2.9,0.14,0.2,0.34,0.14,0.34,https://fbref.com/en/players/fe012aca/,https://fbref.com/en/players/fe012aca/scout/365_euro/Jeremie-Boga-Scouting-Report,https://fbref.com/en/players/fe012aca/scout/11222/Jeremie-Boga-Scouting-Report,https://fbref.com/en/players/fe012aca/scout/10730/Jeremie-Boga-Scouting-Report,https://fbref.com/en/players/fe012aca/scout/3260/Jeremie-Boga-Scouting-Report,https://fbref.com/en/players/fe012aca/scout/1896/Jeremie-Boga-Scouting-Report,,,,
Jeremie Boga,CIV,FWMF,Sassuolo,24,1997,12,8,670,7.4,0,2,0,0,0,0,0,0.0,0.27,0.27,0.0,0.27,1.0,1.0,0.8,1.8,0.13,0.1,0.24,0.13,0.24,https://fbref.com/en/players/fe012aca/,https://fbref.com/en/players/fe012aca/scout/365_euro/Jeremie-Boga-Scouting-Report,https://fbref.com/en/players/fe012aca/scout/11222/Jeremie-Boga-Scouting-Report,https://fbref.com/en/players/fe012aca/scout/10730/Jeremie-Boga-Scouting-Report,https://fbref.com/en/players/fe012aca/scout/3260/Jeremie-Boga-Scouting-Report,https://fbref.com/en/players/fe012aca/scout/1896/Jeremie-Boga-Scouting-Report,,,,
Luka Bogdan,CRO,DF,Salernitana,25,1996,6,4,399,4.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.01,0.01,0.01,0.01,https://fbref.com/en/players/cb678320/,https://fbref.com/en/players/cb678320/all_comps/Luka-Bogdan-Stats---All-Competitions,https://fbref.com/en/players/cb678320/dom_lg/Luka-Bogdan-Domestic-League-Stats,https://fbref.com/en/players/cb678320/dom_cup/Luka-Bogdan-Domestic-Cup-Stats,,,,,,
Emil Bohinen,NOR,MF,Salernitana,22,1999,11,8,699,7.8,0,1,0,0,0,5,0,0.0,0.13,0.13,0.0,0.13,0.1,0.1,0.5,0.6,0.02,0.06,0.08,0.02,0.08,https://fbref.com/en/players/c83c203f/,https://fbref.com/en/players/c83c203f/matchlogs/2015/summary/Emil-Bohinen-Match-Logs,https://fbref.com/en/players/c83c203f/matchlogs/2016/summary/Emil-Bohinen-Match-Logs,https://fbref.com/en/players/c83c203f/matchlogs/2016-2017/summary/Emil-Bohinen-Match-Logs,https://fbref.com/en/players/c83c203f/matchlogs/2017/summary/Emil-Bohinen-Match-Logs,https://fbref.com/en/players/c83c203f/matchlogs/2018/summary/Emil-Bohinen-Match-Logs,https://fbref.com/en/players/c83c203f/matchlogs/2019/summary/Emil-Bohinen-Match-Logs,https://fbref.com/en/players/c83c203f/matchlogs/2020/summary/Emil-Bohinen-Match-Logs,https://fbref.com/en/players/c83c203f/matchlogs/2020-2021/summary/Emil-Bohinen-Match-Logs,/en/players/c83c203f/matchlogs/2021-2022/summary/Emil-Bohinen-Match-Logs
Giacomo Bonaventura,ITA,MF,Fiorentina,31,1989,31,28,2266,25.2,4,4,4,0,0,8,1,0.16,0.16,0.32,0.16,0.32,5.1,5.1,2.5,7.5,0.2,0.1,0.3,0.2,0.3,https://fbref.com/en/players/d995ed27/,https://fbref.com/en/players/d995ed27/scout/365_euro/Giacomo-Bonaventura-Scouting-Report,https://fbref.com/en/players/d995ed27/scout/11222/Giacomo-Bonaventura-Scouting-Report,https://fbref.com/en/players/d995ed27/scout/10730/Giacomo-Bonaventura-Scouting-Report,https://fbref.com/en/players/d995ed27/scout/3260/Giacomo-Bonaventura-Scouting-Report,https://fbref.com/en/players/d995ed27/scout/1896/Giacomo-Bonaventura-Scouting-Report,https://fbref.com/en/players/d995ed27/scout/1640/Giacomo-Bonaventura-Scouting-Report,,,
Federico Bonazzoli,ITA,FWMF,Salernitana,24,1997,32,19,1866,20.7,10,0,8,2,2,6,0,0.48,0.0,0.48,0.39,0.39,7.4,5.9,0.8,6.7,0.36,0.04,0.4,0.29,0.32,https://fbref.com/en/players/bf57eaab/,https://fbref.com/en/players/bf57eaab/scout/365_euro/Federico-Bonazzoli-Scouting-Report,https://fbref.com/en/players/bf57eaab/scout/11222/Federico-Bonazzoli-Scouting-Report,https://fbref.com/en/players/bf57eaab/scout/10730/Federico-Bonazzoli-Scouting-Report,https://fbref.com/en/players/bf57eaab/scout/3260/Federico-Bonazzoli-Scouting-Report,,,,,
Kevin Bonifazi,ITA,DF,Bologna,25,1996,22,14,1210,13.4,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.8,1.5,0.05,0.06,0.11,0.05,0.11,https://fbref.com/en/players/fb77bfef/,https://fbref.com/en/players/fb77bfef/scout/365_euro/Kevin-Bonifazi-Scouting-Report,https://fbref.com/en/players/fb77bfef/scout/11222/Kevin-Bonifazi-Scouting-Report,https://fbref.com/en/players/fb77bfef/scout/10730/Kevin-Bonifazi-Scouting-Report,https://fbref.com/en/players/fb77bfef/scout/3260/Kevin-Bonifazi-Scouting-Report,https://fbref.com/en/players/fb77bfef/scout/1896/Kevin-Bonifazi-Scouting-Report,,,,
Leonardo Bonucci,ITA,DF,Juventus,34,1987,24,22,2005,22.3,5,0,2,3,3,1,0,0.22,0.0,0.22,0.09,0.09,4.9,2.6,0.4,3.0,0.22,0.02,0.24,0.12,0.13,https://fbref.com/en/players/52ec54d0/,https://fbref.com/en/players/52ec54d0/scout/365_euro/Leonardo-Bonucci-Scouting-Report,https://fbref.com/en/players/52ec54d0/scout/11222/Leonardo-Bonucci-Scouting-Report,https://fbref.com/en/players/52ec54d0/scout/10730/Leonardo-Bonucci-Scouting-Report,https://fbref.com/en/players/52ec54d0/scout/3260/Leonardo-Bonucci-Scouting-Report,https://fbref.com/en/players/52ec54d0/scout/1896/Leonardo-Bonucci-Scouting-Report,https://fbref.com/en/players/52ec54d0/scout/1640/Leonardo-Bonucci-Scouting-Report,,,
Mehdi Bourabia,MAR,MF,Spezia,29,1991,8,2,282,3.1,1,0,1,0,0,0,0,0.32,0.0,0.32,0.32,0.32,0.0,0.0,0.0,0.1,0.01,0.01,0.03,0.01,0.03,https://fbref.com/en/players/0d077b88/,https://fbref.com/en/players/0d077b88/scout/10730/Mehdi-Bourabia-Scouting-Report,https://fbref.com/en/players/0d077b88/scout/3260/Mehdi-Bourabia-Scouting-Report,https://fbref.com/en/players/0d077b88/scout/1896/Mehdi-Bourabia-Scouting-Report,,,,,,
Edoardo Bove,ITA,MFFW,Roma,19,2002,11,0,68,0.8,1,0,1,0,0,0,0,1.32,0.0,1.32,1.32,1.32,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,https://fbref.com/en/players/ae94a6c5/,https://fbref.com/en/players/ae94a6c5/all_comps/Edoardo-Bove-Stats---All-Competitions,https://fbref.com/en/players/ae94a6c5/dom_lg/Edoardo-Bove-Domestic-League-Stats,https://fbref.com/en/players/ae94a6c5/intl_cup/Edoardo-Bove-International-Cup-Stats,,,,,,
Josip Brekalo,CRO,FWMF,Torino,23,1998,32,26,2286,25.4,7,2,7,0,0,1,0,0.28,0.08,0.35,0.28,0.35,4.7,4.7,5.1,9.9,0.19,0.2,0.39,0.19,0.39,https://fbref.com/en/players/d4a2533d/,https://fbref.com/en/players/d4a2533d/scout/365_euro/Josip-Brekalo-Scouting-Report,https://fbref.com/en/players/d4a2533d/scout/11222/Josip-Brekalo-Scouting-Report,https://fbref.com/en/players/d4a2533d/scout/10737/Josip-Brekalo-Scouting-Report,https://fbref.com/en/players/d4a2533d/scout/3248/Josip-Brekalo-Scouting-Report,https://fbref.com/en/players/d4a2533d/scout/2109/Josip-Brekalo-Scouting-Report,https://fbref.com/en/players/d4a2533d/scout/1634/Josip-Brekalo-Scouting-Report,,,
Gleison Bremer,BRA,DF,Torino,24,1997,33,33,2890,32.1,3,1,3,0,0,7,0,0.09,0.03,0.12,0.09,0.12,4.1,4.1,0.2,4.3,0.13,0.01,0.13,0.13,0.13,https://fbref.com/en/players/5fd5ed86/,https://fbref.com/en/players/5fd5ed86/scout/365_euro/Gleison-Bremer-Scouting-Report,https://fbref.com/en/players/5fd5ed86/scout/11222/Gleison-Bremer-Scouting-Report,https://fbref.com/en/players/5fd5ed86/scout/10730/Gleison-Bremer-Scouting-Report,https://fbref.com/en/players/5fd5ed86/scout/3260/Gleison-Bremer-Scouting-Report,,,,,
Marcelo Brozović,CRO,MF,Inter,28,1992,35,35,2937,32.6,2,1,2,0,0,7,0,0.06,0.03,0.09,0.06,0.09,1.2,1.2,1.8,3.0,0.04,0.06,0.09,0.04,0.09,https://fbref.com/en/players/33b8d077/,https://fbref.com/en/players/33b8d077/scout/365_euro/Marcelo-Brozovic-Scouting-Report,https://fbref.com/en/players/33b8d077/scout/11222/Marcelo-Brozovic-Scouting-Report,https://fbref.com/en/players/33b8d077/scout/10730/Marcelo-Brozovic-Scouting-Report,https://fbref.com/en/players/33b8d077/scout/3260/Marcelo-Brozovic-Scouting-Report,https://fbref.com/en/players/33b8d077/scout/1896/Marcelo-Brozovic-Scouting-Report,https://fbref.com/en/players/33b8d077/scout/1640/Marcelo-Brozovic-Scouting-Report,,,
Aleksander Buksa,POL,FW,Genoa,18,2003,4,0,63,0.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/59f2d958/,https://fbref.com/en/players/59f2d958/matchlogs/2021-2022/passing/Aleksander-Buksa-Match-Logs,,,,,,,,
Alessandro Buongiorno,ITA,DF,Torino,22,1999,23,12,1181,13.1,0,1,0,0,0,5,0,0.0,0.08,0.08,0.0,0.08,0.5,0.5,0.7,1.2,0.04,0.05,0.09,0.04,0.09,https://fbref.com/en/players/4ae67f27/,https://fbref.com/en/players/4ae67f27/scout/365_euro/Alessandro-Buongiorno-Scouting-Report,https://fbref.com/en/players/4ae67f27/scout/11222/Alessandro-Buongiorno-Scouting-Report,https://fbref.com/en/players/4ae67f27/scout/10730/Alessandro-Buongiorno-Scouting-Report,,,,,,
